timestamp,machine_id,operator_id,task_id,engine_hours,fuel_used_l,load_cycles,idling_time_min,engine_temperature,oil_pressure,hydraulic_pressure,engine_rpm,vibration,coolant_temperature,battery_voltage,load_weight,seatbelt_status,proximity_distance_m,worker_detected,safety_alert_triggered,fatigue_indicator,weather
2026-09-03 14:32:11,DUM047,OP074,T0036,8344.0,21.0,24,7.6,86.2,38.3,276.3,1839.8,1.46,82.7,25.1,18.9,Fastened,12.4,False,False,0.46,Cloudy
2026-09-03 14:34:59,DUM017,OP021,T1192,1825.5,29.5,24,3.4,89.7,41.3,310.2,1774.2,1.81,86.2,24.9,14.1,Unfastened,19.4,False,True,0.05,Sunny
2026-09-03 14:37:47,GRA004,OP019,T0655,3640.9,17.0,5,1.6,98.0,37.1,289.0,1892.6,1.65,94.5,23.4,10.3,Fastened,21.7,False,False,0.05,Sunny
2026-09-03 14:40:35,COM030,OP089,T0278,2615.4,21.2,21,9.5,88.8,37.7,283.4,1845.4,1.59,85.3,24.7,16.4,Fastened,12.7,False,False,0.21,Sunny
2026-09-03 14:43:23,DUM023,OP021,T0109,5288.8,13.8,23,12.9,81.8,42.2,292.7,1904.3,1.83,78.3,24.3,18.0,Fastened,12.0,False,False,0.07,Cloudy
2026-09-03 14:46:11,COM018,OP047,T0860,1170.2,19.2,22,9.1,89.3,43.9,284.3,2030.0,1.43,85.8,24.1,18.7,Fastened,14.2,False,False,0.08,Sunny
2026-09-03 14:48:59,DUM041,OP046,T0100,2451.5,21.1,22,0.4,88.6,42.4,269.1,1840.0,1.72,85.1,25.2,14.8,Fastened,21.3,False,False,0.1,Sunny
2026-09-03 14:51:47,EXC019,OP038,T1085,4090.6,18.2,5,0.2,89.1,43.6,287.2,1894.0,2.11,85.6,24.5,23.9,Fastened,5.3,True,False,0.4,Rainy
2026-09-03 14:54:35,DUM041,OP010,T1053,2451.6,10.8,7,6.2,87.4,41.6,279.7,1912.2,1.88,83.9,23.8,22.1,Fastened,24.0,False,False,0.05,Rainy
2026-09-03 14:57:23,EXC013,OP099,T1287,3499.8,27.0,22,4.5,91.8,41.2,277.7,1910.2,1.99,88.3,25.2,11.0,Fastened,18.2,False,False,0.32,Sunny
2026-09-03 15:00:11,COM012,OP098,T0194,1271.9,22.5,10,21.7,86.1,40.7,262.0,1730.1,1.95,82.6,24.8,16.1,Fastened,14.6,False,False,0.24,Rainy
2026-09-03 15:02:59,DOZ039,OP097,T0343,1268.0,30.2,18,0.3,87.6,41.4,272.4,1818.0,1.58,84.1,24.2,20.5,Fastened,9.9,False,False,0.41,Sunny
2026-09-03 15:05:47,DUM035,OP042,T1787,3074.9,21.0,18,2.7,87.4,29.8,286.1,1817.0,5.69,83.9,24.3,17.0,Fastened,19.5,False,True,0.61,Sunny
2026-09-03 15:08:35,DOZ021,OP088,T1639,1090.8,23.3,8,1.9,93.3,48.1,291.1,1707.1,1.88,89.8,24.3,22.2,Fastened,20.7,False,False,0.05,Sunny
2026-09-03 15:11:23,WHE020,OP035,T1404,3406.3,10.7,14,8.4,86.7,43.3,280.5,1884.0,2.32,83.2,24.4,10.4,Fastened,12.8,False,False,0.08,Sunny
2026-09-03 15:14:11,DOZ045,OP089,T0743,2830.5,23.8,12,0.2,91.5,45.7,260.0,1924.8,1.6,88.0,24.5,18.8,Fastened,3.9,True,False,0.17,Storm
2026-09-03 15:16:59,EXC007,OP069,T1188,3521.9,17.7,21,6.4,87.8,47.7,278.2,1736.7,1.82,84.3,24.3,13.7,Fastened,18.3,False,False,0.05,Sunny
2026-09-03 15:19:47,DUM023,OP019,T0027,5289.4,12.1,7,3.7,84.2,44.7,296.8,1804.1,1.61,80.7,24.3,16.4,Fastened,8.0,False,False,0.09,Rainy
2026-09-03 15:22:35,DOZ009,OP067,T0577,2456.8,10.2,5,1.4,84.2,26.5,281.5,1904.6,4.35,80.7,24.1,10.9,Fastened,16.8,False,True,0.22,Cloudy
2026-09-03 15:25:23,COM024,OP100,T0994,10901.4,22.7,6,1.6,79.6,43.1,302.5,1814.4,1.69,76.1,24.1,18.8,Fastened,13.4,False,False,0.13,Sunny
2026-09-03 15:28:11,DOZ027,OP044,T1887,3980.8,30.2,7,1.2,97.4,41.1,272.2,1739.3,2.08,93.9,24.3,17.0,Unfastened,11.3,False,True,0.05,Sunny
2026-09-03 15:30:59,DUM011,OP014,T0447,538.1,24.6,15,5.9,91.7,41.4,286.5,1683.0,1.23,88.2,23.9,23.8,Fastened,12.2,False,False,0.05,Rainy
2026-09-03 15:33:47,GRA010,OP065,T0453,2699.8,18.3,15,33.1,83.7,26.4,273.7,1926.9,5.22,80.2,24.5,18.0,Fastened,17.1,False,True,0.31,Sunny
2026-09-03 15:36:35,EXC013,OP072,T1257,3500.5,28.2,18,0.2,92.4,39.0,257.2,1872.6,1.42,88.9,24.6,15.0,Fastened,10.4,False,False,0.72,Rainy
2026-09-03 15:39:23,DOZ045,OP068,T1733,2830.9,13.6,8,0.9,86.7,39.8,262.5,1854.3,1.38,83.2,24.8,8.2,Fastened,22.3,False,False,0.24,Cloudy
2026-09-03 15:42:11,DUM035,OP092,T1129,3075.6,16.1,6,4.0,80.2,39.9,269.9,1823.4,1.59,76.7,24.5,11.0,Fastened,10.1,False,False,0.05,Windy
2026-09-03 15:44:59,DOZ045,OP097,T1644,2831.0,25.9,23,1.2,87.9,45.4,276.9,1755.3,1.88,84.4,24.6,22.4,Fastened,11.5,False,False,0.48,Sunny
2026-09-03 15:47:47,WHE008,OP054,T0944,6645.2,12.2,17,0.1,86.6,43.4,293.1,1911.0,2.28,83.1,24.6,14.1,Fastened,21.4,False,False,0.05,Sunny
2026-09-03 15:50:35,DUM005,OP015,T1677,7586.0,28.1,14,5.7,91.1,36.2,281.5,1894.3,1.82,87.6,24.0,16.0,Fastened,16.7,False,False,0.11,Sunny
2026-09-03 15:53:23,DOZ009,OP003,T0983,2457.3,10.5,6,6.7,82.7,44.2,265.1,2025.5,1.45,79.2,24.3,18.4,Fastened,19.3,False,False,0.32,Sunny
2026-09-03 15:56:11,DUM023,OP040,T1416,5290.1,8.9,5,2.6,87.7,36.5,302.4,1822.2,1.74,84.2,24.0,16.0,Fastened,12.6,False,False,0.14,Sunny
2026-09-03 15:58:59,COM024,OP018,T1674,10902.0,29.6,17,1.6,82.3,45.0,277.0,1876.2,1.94,78.8,24.8,19.8,Fastened,9.4,False,False,0.05,Rainy
2026-09-03 16:01:47,DUM029,OP077,T1072,964.1,8.1,20,3.7,93.2,43.5,271.3,1683.7,2.0,89.7,24.3,17.7,Fastened,7.3,False,False,0.1,Cloudy
2026-09-03 16:04:35,EXC049,OP044,T0353,7136.2,12.4,6,42.1,85.5,27.3,279.7,1695.0,6.47,82.0,24.4,13.5,Fastened,23.0,False,True,0.08,Sunny
2026-09-03 16:07:23,GRA046,OP039,T0059,497.5,23.6,11,7.2,88.7,41.4,302.6,1939.4,1.71,85.2,24.1,12.4,Fastened,18.5,False,False,0.07,Rainy
2026-09-03 16:10:11,COM048,OP016,T0456,3070.2,25.2,22,0.7,88.7,41.7,283.4,1831.7,1.24,85.2,24.9,14.1,Fastened,11.7,False,False,0.27,Windy
2026-09-03 16:12:59,DOZ009,OP089,T0292,2457.7,25.9,10,9.6,97.6,43.2,301.9,1916.1,1.76,94.1,23.9,8.4,Fastened,21.7,False,False,0.13,Sunny
2026-09-03 16:15:47,DOZ045,OP030,T0630,2831.6,9.6,19,1.6,89.2,40.9,255.3,1874.6,1.47,85.7,24.3,14.9,Fastened,16.5,False,False,0.05,Windy
2026-09-03 16:18:35,DOZ009,OP027,T0267,2457.8,28.8,12,1.5,87.9,47.9,271.9,1971.8,1.31,84.4,24.3,21.0,Fastened,17.4,False,False,0.21,Sunny
2026-09-03 16:21:23,COM006,OP055,T1415,4605.7,30.3,7,16.0,85.6,44.0,279.9,1704.7,2.12,82.1,25.5,22.8,Fastened,8.0,False,False,0.25,Sunny
2026-09-03 16:24:11,EXC049,OP015,T0160,7136.6,14.2,8,11.9,89.5,41.5,289.3,1816.4,1.27,86.0,23.8,12.0,Fastened,22.4,False,False,0.09,Sunny
2026-09-03 16:26:59,WHE002,OP100,T0992,813.7,17.0,19,72.0,89.4,39.6,276.3,1896.3,1.98,85.9,24.6,8.8,Fastened,2.4,True,True,0.22,Sunny
2026-09-03 16:29:47,EXC049,OP056,T0088,7136.7,11.4,17,2.3,85.0,46.6,271.2,1933.8,1.55,81.5,24.0,18.5,Unfastened,17.5,False,True,0.17,Cloudy
2026-09-03 16:32:35,EXC013,OP014,T0068,3501.5,22.2,12,1.4,86.3,41.6,292.4,1708.7,1.36,82.8,24.6,8.8,Fastened,9.8,False,False,0.1,Cloudy
2026-09-03 16:35:23,EXC043,OP066,T1215,1537.2,30.5,10,13.0,84.7,45.1,269.8,1726.8,1.48,81.2,24.2,9.8,Fastened,10.6,False,True,0.83,Cloudy
2026-09-03 16:38:11,GRA004,OP061,T0244,3643.1,11.4,14,0.2,93.0,41.0,299.2,1862.0,2.18,89.5,25.3,15.6,Fastened,14.3,False,False,0.17,Rainy
2026-09-03 16:40:59,DUM017,OP006,T0136,1827.7,23.5,15,6.7,90.7,47.1,285.2,1927.1,1.32,87.2,24.3,11.5,Fastened,13.1,False,False,0.09,Sunny
2026-09-03 16:43:47,WHE020,OP086,T0022,3407.9,12.3,8,13.6,87.0,35.8,291.4,1678.7,1.65,83.5,24.3,23.1,Fastened,15.0,False,False,0.4,Cloudy
2026-09-03 16:46:35,EXC049,OP013,T1603,7137.0,28.4,23,53.7,87.4,42.0,280.4,1974.8,2.13,83.9,24.5,13.5,Fastened,14.0,False,False,0.12,Cloudy
2026-09-03 16:49:23,WHE008,OP078,T0421,6646.4,17.3,19,0.7,86.4,40.9,283.4,1875.4,2.2,82.9,23.9,20.6,Fastened,16.0,False,False,0.05,Rainy
2026-09-03 16:52:11,WHE038,OP026,T0379,6152.1,15.5,22,4.3,90.9,37.2,284.5,1830.1,1.53,87.4,24.1,10.2,Fastened,14.2,False,False,0.05,Sunny
2026-09-03 16:54:59,EXC043,OP045,T0060,1537.5,18.0,6,6.1,92.5,44.4,258.5,1781.7,1.75,89.0,24.9,10.3,Fastened,19.2,False,False,0.2,Cloudy
2026-09-03 16:57:47,COM006,OP019,T1733,4606.3,30.9,5,0.9,90.8,44.0,252.0,1773.4,1.67,87.3,24.2,12.2,Fastened,20.9,False,False,0.4,Sunny
2026-09-03 17:00:35,COM048,OP036,T1944,3071.1,16.1,12,49.2,84.6,42.6,275.9,1774.6,1.58,81.1,24.2,18.1,Fastened,24.9,False,False,0.21,Cloudy
2026-09-03 17:03:23,WHE038,OP045,T0722,6152.3,26.3,20,5.4,81.3,40.2,258.8,1890.9,2.24,77.8,24.4,15.4,Fastened,20.4,False,False,0.14,Cloudy
2026-09-03 17:06:11,DUM011,OP065,T1600,539.8,18.2,13,0.8,94.2,39.6,279.8,1635.8,1.32,90.7,24.2,10.2,Fastened,15.8,False,False,0.05,Cloudy
2026-09-03 17:08:59,DUM047,OP079,T0496,8346.8,24.5,21,1.5,117.8,41.8,282.6,1827.7,1.72,114.3,24.3,17.6,Fastened,8.9,False,True,0.23,Cloudy
2026-09-03 17:11:47,DOZ033,OP073,T0140,3034.1,11.8,24,2.1,82.7,45.6,288.2,1722.9,2.08,79.2,25.1,12.9,Fastened,14.3,False,False,0.29,Sunny
2026-09-03 17:14:35,EXC007,OP075,T1564,3524.0,23.4,10,2.0,87.2,42.3,270.9,1891.0,2.43,83.7,24.3,8.3,Fastened,23.3,False,False,0.28,Cloudy
2026-09-03 17:17:23,EXC001,OP068,T0445,2154.8,18.6,21,49.9,87.8,42.5,294.8,1605.4,2.34,84.3,25.3,8.8,Fastened,20.7,False,False,0.22,Cloudy
2026-09-03 17:20:11,GRA046,OP025,T1975,498.8,25.0,17,8.0,88.7,40.7,259.0,1951.6,1.62,85.2,24.5,10.9,Fastened,20.4,False,False,0.15,Cloudy
2026-09-03 17:22:59,EXC019,OP022,T1847,4093.2,24.3,8,1.4,88.8,39.7,274.5,1870.3,1.76,85.3,25.2,13.6,Fastened,12.0,False,False,0.14,Sunny
2026-09-03 17:25:47,EXC049,OP069,T0009,7137.7,14.6,5,6.4,83.5,39.6,266.2,1997.7,2.17,80.0,24.3,20.2,Fastened,15.0,False,False,0.26,Windy
2026-09-03 17:28:35,DUM047,OP013,T1893,8347.1,10.4,23,0.1,88.4,43.1,277.3,1946.8,1.42,84.9,24.5,14.4,Fastened,24.3,False,False,0.08,Rainy
2026-09-03 17:31:23,WHE014,OP065,T1744,3400.2,26.0,7,5.4,91.4,39.8,283.7,1819.5,2.05,87.9,24.2,11.5,Fastened,23.5,False,False,0.06,Cloudy
2026-09-03 17:34:11,GRA046,OP061,T0751,499.0,22.1,14,10.1,82.8,43.2,287.9,1625.0,2.24,79.3,24.7,9.2,Unfastened,8.8,False,True,0.06,Cloudy
2026-09-03 17:36:59,DOZ045,OP076,T0380,2833.0,12.6,19,1.9,83.9,49.3,282.2,1832.5,1.39,80.4,25.3,22.3,Fastened,19.1,False,False,0.19,Rainy
2026-09-03 17:39:47,DUM029,OP087,T1962,965.9,15.2,15,2.6,80.0,47.2,288.1,1681.3,2.17,76.5,24.7,23.6,Fastened,16.8,False,False,0.05,Sunny
2026-09-03 17:42:35,EXC007,OP024,T1710,3524.5,13.2,14,0.3,85.8,40.9,302.6,1871.2,1.57,82.3,24.5,14.5,Fastened,9.0,False,False,0.12,Sunny
2026-09-03 17:45:23,DUM023,OP049,T0869,5292.1,16.9,6,1.7,89.8,45.5,258.7,1880.8,1.91,86.3,24.0,9.0,Fastened,12.3,False,False,0.05,Sunny
2026-09-03 17:48:11,WHE014,OP066,T0467,3400.5,31.7,6,23.3,82.6,37.5,258.1,1866.2,1.79,79.1,24.8,9.9,Fastened,16.3,False,False,0.25,Sunny
2026-09-03 17:50:59,DOZ027,OP015,T1560,3983.3,16.9,20,1.5,84.8,42.4,289.4,1844.3,1.61,81.3,24.6,13.1,Fastened,20.2,False,False,0.65,Sunny
2026-09-03 17:53:47,DOZ021,OP016,T0955,1093.7,28.2,19,7.5,86.6,41.2,274.4,1756.3,1.22,83.1,24.9,22.9,Fastened,1.7,True,True,0.37,Cloudy
2026-09-03 17:56:35,WHE008,OP067,T0279,6647.6,29.0,17,23.2,90.2,44.0,241.9,1821.4,2.03,86.7,24.3,18.3,Fastened,5.8,True,False,0.05,Cloudy
2026-09-03 17:59:23,WHE032,OP098,T0740,606.7,22.8,5,10.0,89.0,41.6,276.6,1936.2,2.13,85.5,24.3,15.8,Fastened,23.0,False,False,0.47,Windy
2026-09-03 18:02:11,GRA046,OP037,T1142,499.5,24.8,21,7.0,85.4,46.5,294.8,1786.5,2.36,81.9,24.1,21.4,Fastened,17.8,False,False,0.07,Storm
2026-09-03 18:04:59,DUM047,OP006,T0169,8347.8,29.2,11,0.6,89.1,41.8,277.1,1895.2,2.19,85.6,24.4,21.3,Fastened,14.8,False,False,0.31,Windy
2026-09-03 18:07:47,DOZ021,OP064,T0237,1094.0,19.4,8,3.6,110.6,43.7,290.8,2134.0,1.56,107.1,24.7,19.9,Fastened,22.0,False,True,0.21,Windy
2026-09-03 18:10:35,EXC025,OP037,T0936,6821.9,13.9,21,7.0,89.5,44.1,289.3,1850.0,1.95,86.0,24.4,19.3,Fastened,19.0,False,False,0.3,Rainy
2026-09-03 18:13:23,DOZ039,OP095,T0639,1271.3,11.7,22,1.4,85.9,46.4,276.0,1955.9,1.39,82.4,25.2,23.8,Fastened,9.6,False,False,0.23,Sunny
2026-09-03 18:16:11,WHE044,OP057,T0463,899.6,29.3,20,8.1,88.4,40.4,279.4,1939.9,1.84,84.9,25.0,17.4,Fastened,16.7,False,False,0.12,Rainy
2026-09-03 18:18:59,COM036,OP053,T0596,3408.8,25.3,8,2.6,89.2,44.7,284.9,1874.6,1.79,85.7,24.5,20.3,Fastened,15.2,False,False,0.05,Sunny
2026-09-03 18:21:47,GRA028,OP025,T1755,4568.3,31.1,9,11.1,88.5,42.8,276.6,1895.7,2.0,85.0,24.9,13.9,Fastened,23.6,False,False,0.33,Windy
2026-09-03 18:24:35,DUM005,OP061,T1924,7588.8,15.3,23,0.7,82.6,38.0,285.1,1758.9,2.1,79.1,24.4,9.3,Fastened,4.7,True,False,0.05,Windy
2026-09-03 18:27:23,WHE044,OP048,T0368,899.8,24.3,16,0.5,91.5,41.8,257.8,1828.7,2.42,88.0,23.6,11.0,Fastened,8.0,False,False,0.18,Sunny
2026-09-03 18:30:11,EXC001,OP087,T1007,2156.2,19.8,6,7.6,82.8,38.7,277.2,1750.1,2.18,79.3,23.8,22.3,Unfastened,23.5,False,True,0.32,Rainy
2026-09-03 18:32:59,WHE044,OP014,T0812,899.9,19.9,11,11.8,94.9,40.3,277.9,1882.7,1.35,91.4,24.9,22.8,Fastened,18.5,False,False,0.34,Sunny
2026-09-03 18:35:47,DUM029,OP067,T1349,966.9,8.9,18,4.5,86.9,41.5,271.4,1809.2,1.81,83.4,24.7,13.3,Fastened,22.5,False,False,0.05,Rainy
2026-09-03 18:38:35,WHE044,OP011,T0245,900.0,28.9,20,17.7,91.3,44.9,266.6,1818.9,2.05,87.8,24.6,9.0,Fastened,12.7,False,False,0.43,Sunny
2026-09-03 18:41:23,GRA010,OP051,T0821,2703.2,17.1,8,9.2,86.9,38.7,259.9,1833.2,1.9,83.4,25.0,16.4,Fastened,24.2,False,False,0.08,Sunny
2026-09-03 18:44:11,DOZ045,OP076,T0209,2834.2,31.6,20,6.2,88.9,45.6,278.9,2029.4,1.99,85.4,24.6,20.1,Fastened,17.6,False,False,0.07,Cloudy
2026-09-03 18:46:59,COM048,OP022,T0133,3072.9,12.2,7,3.1,96.3,41.3,281.5,1833.0,1.93,92.8,25.0,10.4,Fastened,22.3,False,False,0.11,Sunny
2026-09-03 18:49:47,COM024,OP026,T0694,10905.0,31.6,11,7.2,83.5,41.8,279.3,1828.6,1.74,80.0,24.4,18.2,Fastened,20.8,False,False,0.05,Sunny
2026-09-03 18:52:35,EXC013,OP077,T1729,3504.0,31.8,8,7.9,88.9,40.9,277.5,1899.8,2.19,85.4,24.7,20.5,Fastened,17.6,False,False,0.06,Sunny
2026-09-03 18:55:23,WHE026,OP016,T0477,1627.1,23.1,11,4.6,85.3,45.0,279.8,1926.0,1.38,81.8,24.4,15.4,Fastened,19.2,False,False,0.08,Windy
2026-09-03 18:58:11,GRA028,OP093,T1023,4568.9,20.4,13,1.3,83.1,47.0,270.9,1990.1,1.92,79.6,24.6,20.1,Fastened,22.8,False,False,0.18,Sunny
2026-09-03 19:00:59,COM018,OP098,T1462,1174.7,22.8,14,2.1,86.7,42.0,274.8,1687.0,1.56,83.2,24.3,23.8,Fastened,18.5,False,False,0.12,Storm
2026-09-03 19:03:47,WHE050,OP075,T1216,5433.2,14.5,10,1.3,90.2,46.4,283.5,1804.6,1.43,86.7,24.5,18.9,Fastened,23.5,False,False,0.05,Sunny
2026-09-03 19:06:35,COM018,OP097,T1617,1174.8,15.4,14,2.8,90.1,40.2,268.7,1737.6,1.64,86.6,24.3,18.3,Fastened,20.7,False,False,0.05,Windy
2026-09-03 19:09:23,COM042,OP052,T0730,544.4,31.9,14,1.8,92.9,39.8,278.8,1809.2,1.98,89.4,25.0,23.7,Fastened,19.0,False,False,0.57,Cloudy
2026-09-03 19:12:11,EXC031,OP086,T1236,1967.2,16.3,6,16.0,89.9,44.4,276.5,1821.7,1.52,86.4,25.0,9.8,Fastened,17.4,False,False,0.16,Sunny
2026-09-03 19:14:59,WHE026,OP063,T1048,1627.5,18.4,23,4.6,88.4,44.9,282.2,1914.7,2.27,84.9,24.4,13.7,Fastened,10.6,False,False,0.05,Sunny
2026-09-03 19:17:47,COM018,OP019,T1573,1175.0,19.0,20,3.2,93.0,37.8,298.3,1901.9,2.05,89.5,24.4,22.2,Fastened,16.7,False,False,0.05,Windy
2026-09-03 19:20:35,COM030,OP014,T0251,2620.4,20.6,15,1.4,84.5,36.7,285.8,1841.2,1.62,81.0,23.8,16.0,Fastened,18.3,False,False,0.32,Rainy
2026-09-03 19:23:23,DUM017,OP063,T1019,1830.6,13.7,12,4.1,90.1,41.7,262.3,1820.3,1.97,86.6,24.8,22.9,Fastened,20.6,False,False,0.12,Sunny
